1,札幌市中央区,サッポロシチュウオウク
1,札幌市北区,サッポロシキタク
1,札幌市東区,サッポロシヒガシク
1,札幌市白石区,サッポロシシロイシク
1,札幌市豊平区,サッポロシトヨヒラク
1,札幌市南区,サッポロシミナミク
1,札幌市西区,サッポロシニシク
1,札幌市厚別区,サッポロシアツベツク
1,札幌市手稲区,サッポロシテイネク
1,札幌市清田区,サッポロシキヨタク
1,函館市,ハコダテシ
1,小樽市,オタルシ
1,旭川市,アサヒカワシ
1,室蘭市,ムロランシ
1,釧路市,クシロシ
1,帯広市,オビヒロシ
1,北見市,キタミシ
1,夕張市,ユウバリシ
1,岩見沢市,イワミザワシ
1,網走市,アバシリシ
1,留萌市,ルモイシ
1,苫小牧市,トマコマイシ
1,稚内市,ワッカナイシ
1,美唄市,ビバイシ
1,芦別市,アシベツシ
1,江別市,エベツシ
1,赤平市,アカビラシ
1,紋別市,モンベツシ
1,士別市,シベツシ
1,名寄市,ナヨロシ
1,三笠市,ミカサシ
1,根室市,ネムロシ
1,千歳市,チトセシ
1,滝川市,タキカワシ
1,砂川市,スナガワシ
1,歌志内市,ウタシナイシ
1,深川市,フカガワシ
1,富良野市,フラノシ
1,登別市,ノボリベツシ
1,恵庭市,エニワシ
1,伊達市,ダテシ
1,北広島市,キタヒロシマシ
1,石狩市,イシカリシ
1,北斗市,ホクトシ
1,石狩郡当別町,イシカリグントウベツチョウ
1,石狩郡新篠津村,イシカリグンシンシノツムラ
1,松前郡松前町,マツマエグンマツマエチョウ
1,松前郡福島町,マツマエグンフクシマチョウ
1,上磯郡知内町,カミイソグンシリウチチョウ
1,上磯郡木古内町,カミイソグンキコナイチョウ
1,亀田郡七飯町,カメダグンナナエチョウ
1,茅部郡鹿部町,カヤベグンシカベチョウ
1,茅部郡森町,カヤベグンモリマチ
1,二海郡八雲町,フタミグンヤクモチョウ
1,山越郡長万部町,ヤマコシグンオシャマンベチョウ
1,檜山郡江差町,ヒヤマグンエサシチョウ
1,檜山郡上ノ国町,ヒヤマグンカミノクニチョウ
1,檜山郡厚沢部町,ヒヤマグンアッサブチョウ
1,爾志郡乙部町,ニシグンオトベチョウ
1,奥尻郡奥尻町,オクシリグンオクシリチョウ
1,瀬棚郡今金町,セタナグンイマカネチョウ
1,久遠郡せたな町,クドウグンセタナチョウ
1,島牧郡島牧村,シママキグンシママキムラ
1,寿都郡寿都町,スッツグンスッツチョウ
1,寿都郡黒松内町,スッツグンクロマツナイチョウ
1,磯谷郡蘭越町,イソヤグンランコシチョウ
1,虻田郡ニセコ町,アブタグンニセコチョウ
1,虻田郡真狩村,アブタグンマッカリムラ
1,虻田郡留寿都村,アブタグンルスツムラ
1,虻田郡喜茂別町,アブタグンキモベツチョウ
1,虻田郡京極町,アブタグンキョウゴクチョウ
1,虻田郡倶知安町,アブタグンクッチャンチョウ
1,岩内郡共和町,イワナイグンキョウワチョウ
1,岩内郡岩内町,イワナイグンイワナイチョウ
1,古宇郡泊村,フルウグントマリムラ
1,古宇郡神恵内村,フルウグンカモエナイムラ
1,積丹郡積丹町,シャコタングンシャコタンチョウ
1,古平郡古平町,フルビラグンフルビラチョウ
1,余市郡仁木町,ヨイチグンニキチョウ
1,余市郡余市町,ヨイチグンヨイチチョウ
1,余市郡赤井川村,ヨイチグンアカイガワムラ
1,空知郡南幌町,ソラチグンナンポロチョウ
1,空知郡奈井江町,ソラチグンナイエチョウ
1,空知郡上砂川町,ソラチグンカミスナガワチョウ
1,夕張郡由仁町,ユウバリグンユニチョウ
1,夕張郡長沼町,ユウバリグンナガヌマチョウ
1,夕張郡栗山町,ユウバリグンクリヤマチョウ
1,樺戸郡月形町,カバトグンツキガタチョウ
1,樺戸郡浦臼町,カバトグンウラウスチョウ
1,樺戸郡新十津川町,カバトグンシントツカワチョウ
1,雨竜郡妹背牛町,ウリュウグンモセウシチョウ
1,雨竜郡秩父別町,ウリュウグンチップベツチョウ
1,雨竜郡雨竜町,ウリュウグンウリュウチョウ
1,雨竜郡北竜町,ウリュウグンホクリュウチョウ
1,雨竜郡沼田町,ウリュウグンヌマタチョウ
1,上川郡鷹栖町,カミカワグンタカスチョウ
1,上川郡東神楽町,カミカワグンヒガシカグラチョウ
1,上川郡当麻町,カミカワグントウマチョウ
1,上川郡比布町,カミカワグンピップチョウ
1,上川郡愛別町,カミカワグンアイベツチョウ
1,上川郡上川町,カミカワグンカミカワチョウ
1,上川郡東川町,カミカワグンヒガシカワチョウ
1,上川郡美瑛町,カミカワグンビエイチョウ
1,空知郡上富良野町,ソラチグンカミフラノチョウ
1,空知郡中富良野町,ソラチグンナカフラノチョウ
1,空知郡南富良野町,ソラチグンミナミフラノチョウ
1,勇払郡占冠村,ユウフツグンシムカップムラ
1,上川郡和寒町,カミカワグンワッサムチョウ
1,上川郡剣淵町,カミカワグンケンブチチョウ
1,上川郡下川町,カミカワグンシモカワチョウ
1,中川郡美深町,ナカガワグンビフカチョウ
1,中川郡音威子府村,ナカガワグンオトイネップムラ
1,中川郡中川町,ナカガワグンナカガワチョウ
1,雨竜郡幌加内町,ウリュウグンホロカナイチョウ
1,増毛郡増毛町,マシケグンマシケチョウ
1,留萌郡小平町,ルモイグンオビラチョウ
1,苫前郡苫前町,トママエグントママエチョウ
1,苫前郡羽幌町,トママエグンハボロチョウ
1,苫前郡初山別村,トママエグンショサンベツムラ
1,天塩郡遠別町,テシオグンエンベツチョウ
1,天塩郡天塩町,テシオグンテシオチョウ
1,宗谷郡猿払村,ソウヤグンサルフツムラ
1,枝幸郡浜頓別町,エサシグンハマトンベツチョウ
1,枝幸郡中頓別町,エサシグンナカトンベツチョウ
1,枝幸郡枝幸町,エサシグンエサシチョウ
1,天塩郡豊富町,テシオグントヨトミチョウ
1,礼文郡礼文町,レブングンレブンチョウ
1,利尻郡利尻町,リシリグンリシリチョウ
1,利尻郡利尻富士町,リシリグンリシリフジチョウ
1,天塩郡幌延町,テシオグンホロノベチョウ
1,網走郡美幌町,アバシリグンビホロチョウ
1,網走郡津別町,アバシリグンツベツチョウ
1,斜里郡斜里町,シャリグンシャリチョウ
1,斜里郡清里町,シャリグンキヨサトチョウ
1,斜里郡小清水町,シャリグンコシミズチョウ
1,常呂郡訓子府町,トコログンクンネップチョウ
1,常呂郡置戸町,トコログンオケトチョウ
1,常呂郡佐呂間町,トコログンサロマチョウ
1,紋別郡遠軽町,モンベツグンエンガルチョウ
1,紋別郡湧別町,モンベツグンユウベツチョウ
1,紋別郡滝上町,モンベツグンタキノウエチョウ
1,紋別郡興部町,モンベツグンオコッペチョウ
1,紋別郡西興部村,モンベツグンニシオコッペムラ
1,紋別郡雄武町,モンベツグンオウムチョウ
1,網走郡大空町,アバシリグンオオゾラチョウ
1,虻田郡豊浦町,アブタグントヨウラチョウ
1,有珠郡壮瞥町,ウスグンソウベツチョウ
1,白老郡白老町,シラオイグンシラオイチョウ
1,勇払郡厚真町,ユウフツグンアツマチョウ
1,虻田郡洞爺湖町,アブタグントウヤコチョウ
1,勇払郡安平町,ユウフツグンアビラチョウ
1,勇払郡むかわ町,ユウフツグンムカワチョウ
1,沙流郡日高町,サルグンヒダカチョウ
1,沙流郡平取町,サルグンビラトリチョウ
1,新冠郡新冠町,ニイカップグンニイカップチョウ
1,浦河郡浦河町,ウラカワグンウラカワチョウ
1,様似郡様似町,サマニグンサマニチョウ
1,幌泉郡えりも町,ホロイズミグンエリモチョウ
1,日高郡新ひだか町,ヒダカグンシンヒダカチョウ
1,河東郡音更町,カトウグンオトフケチョウ
1,河東郡士幌町,カトウグンシホロチョウ
1,河東郡上士幌町,カトウグンカミシホロチョウ
1,河東郡鹿追町,カトウグンシカオイチョウ
1,上川郡新得町,カミカワグンシントクチョウ
1,上川郡清水町,カミカワグンシミズチョウ
1,河西郡芽室町,カサイグンメムロチョウ
1,河西郡中札内村,カサイグンナカサツナイムラ
1,河西郡更別村,カサイグンサラベツムラ
1,広尾郡大樹町,ヒロオグンタイキチョウ
1,広尾郡広尾町,ヒロオグンヒロオチョウ
1,中川郡幕別町,ナカガワグンマクベツチョウ
1,中川郡池田町,ナカガワグンイケダチョウ
1,中川郡豊頃町,ナカガワグントヨコロチョウ
1,中川郡本別町,ナカガワグンホンベツチョウ
1,足寄郡足寄町,アショログンアショロチョウ
1,足寄郡陸別町,アショログンリクベツチョウ
1,十勝郡浦幌町,トカチグンウラホロチョウ
1,釧路郡釧路町,クシログンクシロチョウ
1,厚岸郡厚岸町,アッケシグンアッケシチョウ
1,厚岸郡浜中町,アッケシグンハマナカチョウ
1,川上郡標茶町,カワカミグンシベチャチョウ
1,川上郡弟子屈町,カワカミグンテシカガチョウ
1,阿寒郡鶴居村,アカングンツルイムラ
1,白糠郡白糠町,シラヌカグンシラヌカチョウ
1,野付郡別海町,ノツケグンベツカイチョウ
1,標津郡中標津町,シベツグンナカシベツチョウ
1,標津郡標津町,シベツグンシベツチョウ
1,目梨郡羅臼町,メナシグンラウスチョウ
2,青森市,アオモリシ
2,弘前市,ヒロサキシ
2,八戸市,ハチノヘシ
2,黒石市,クロイシシ
2,五所川原市,ゴショガワラシ
2,十和田市,トワダシ
2,三沢市,ミサワシ
2,むつ市,ムツシ
2,つがる市,ツガルシ
2,平川市,ヒラカワシ
2,東津軽郡平内町,ヒガシツガルグンヒラナイマチ
2,東津軽郡今別町,ヒガシツガルグンイマベツマチ
2,東津軽郡蓬田村,ヒガシツガルグンヨモギタムラ
2,東津軽郡外ヶ浜町,ヒガシツガルグンソトガハママチ
2,西津軽郡鰺ヶ沢町,ニシツガルグンアジガサワマチ
2,西津軽郡深浦町,ニシツガルグンフカウラマチ
2,中津軽郡西目屋村,ナカツガルグンニシメヤムラ
2,南津軽郡藤崎町,ミナミツガルグンフジサキマチ
2,南津軽郡大鰐町,ミナミツガルグンオオワニマチ
2,南津軽郡田舎館村,ミナミツガルグンイナカダテムラ
2,北津軽郡板柳町,キタツガルグンイタヤナギマチ
2,北津軽郡鶴田町,キタツガルグンツルタマチ
2,北津軽郡中泊町,キタツガルグンナカドマリマチ
2,上北郡野辺地町,カミキタグンノヘジマチ
2,上北郡七戸町,カミキタグンシチノヘマチ
2,上北郡六戸町,カミキタグンロクノヘマチ
2,上北郡横浜町,カミキタグンヨコハママチ
2,上北郡東北町,カミキタグントウホクマチ
2,上北郡六ヶ所村,カミキタグンロッカショムラ
2,上北郡おいらせ町,カミキタグンオイラセチョウ
2,下北郡大間町,シモキタグンオオママチ
2,下北郡東通村,シモキタグンヒガシドオリムラ
2,下北郡風間浦村,シモキタグンカザマウラムラ
2,下北郡佐井村,シモキタグンサイムラ
2,三戸郡三戸町,サンノヘグンサンノヘマチ
2,三戸郡五戸町,サンノヘグンゴノヘマチ
2,三戸郡田子町,サンノヘグンタッコマチ
2,三戸郡南部町,サンノヘグンナンブチョウ
2,三戸郡階上町,サンノヘグンハシカミチョウ
2,三戸郡新郷村,サンノヘグンシンゴウムラ
3,盛岡市,モリオカシ
3,宮古市,ミヤコシ
3,大船渡市,オオフナトシ
3,花巻市,ハナマキシ
3,北上市,キタカミシ
3,久慈市,クジシ
3,遠野市,トオノシ
3,一関市,イチノセキシ
3,陸前高田市,リクゼンタカタシ
3,釜石市,カマイシシ
3,二戸市,ニノヘシ
3,八幡平市,ハチマンタイシ
3,奥州市,オウシュウシ
3,滝沢市,タキザワシ
3,岩手郡雫石町,イワテグンシズクイシチョウ
3,岩手郡葛巻町,イワテグンクズマキマチ
3,岩手郡岩手町,イワテグンイワテマチ
3,岩手郡滝沢村,イワテグンタキザワムラ
3,紫波郡紫波町,シワグンシワチョウ
3,紫波郡矢巾町,シワグンヤハバチョウ
3,和賀郡西和賀町,ワガグンニシワガマチ
3,胆沢郡金ケ崎町,イサワグンカネガサキチョウ
3,西磐井郡平泉町,ニシイワイグンヒライズミチョウ
3,東磐井郡藤沢町,ヒガシイワイグンフジサワチョウ
3,気仙郡住田町,ケセングンスミタチョウ
3,上閉伊郡大槌町,カミヘイグンオオツチチョウ
3,下閉伊郡山田町,シモヘイグンヤマダマチ
3,下閉伊郡岩泉町,シモヘイグンイワイズミチョウ
3,下閉伊郡田野畑村,シモヘイグンタノハタムラ
3,下閉伊郡普代村,シモヘイグンフダイムラ
3,九戸郡軽米町,クノヘグンカルマイマチ
3,九戸郡野田村,クノヘグンノダムラ
3,九戸郡九戸村,クノヘグンクノヘムラ
3,九戸郡洋野町,クノヘグンヒロノチョウ
3,二戸郡一戸町,ニノヘグンイチノヘマチ
4,仙台市青葉区,センダイシアオバク
4,仙台市宮城野区,センダイシミヤギノク
4,仙台市若林区,センダイシワカバヤシク
4,仙台市太白区,センダイシタイハクク
4,仙台市泉区,センダイシイズミク
4,石巻市,イシノマキシ
4,塩竈市,シオガマシ
4,気仙沼市,ケセンヌマシ
4,白石市,シロイシシ
4,名取市,ナトリシ
4,角田市,カクダシ
4,多賀城市,タガジョウシ
4,岩沼市,イワヌマシ
4,登米市,トメシ
4,栗原市,クリハラシ
4,東松島市,ヒガシマツシマシ
4,大崎市,オオサキシ
4,刈田郡蔵王町,カッタグンザオウマチ
4,刈田郡七ヶ宿町,カッタグンシチカシュクマチ
4,柴田郡大河原町,シバタグンオオガワラマチ
4,柴田郡村田町,シバタグンムラタマチ
4,柴田郡柴田町,シバタグンシバタマチ
4,柴田郡川崎町,シバタグンカワサキマチ
4,伊具郡丸森町,イググンマルモリマチ
4,亘理郡亘理町,ワタリグンワタリチョウ
4,亘理郡山元町,ワタリグンヤマモトチョウ
4,宮城郡松島町,ミヤギグンマツシママチ
4,宮城郡七ヶ浜町,ミヤギグンシチガハママチ
4,宮城郡利府町,ミヤギグンリフチョウ
4,黒川郡大和町,クロカワグンタイワチョウ
4,黒川郡大郷町,クロカワグンオオサトチョウ
4,黒川郡富谷町,クロカワグントミヤマチ
4,黒川郡大衡村,クロカワグンオオヒラムラ
4,加美郡色麻町,カミグンシカマチョウ
4,加美郡加美町,カミグンカミマチ
4,遠田郡涌谷町,トオダグンワクヤチョウ
4,遠田郡美里町,トオダグンミサトマチ
4,牡鹿郡女川町,オシカグンオナガワチョウ
4,本吉郡南三陸町,モトヨシグンミナミサンリクチョウ
5,秋田市,アキタシ
5,能代市,ノシロシ
5,横手市,ヨコテシ
5,大館市,オオダテシ
5,男鹿市,オガシ
5,湯沢市,ユザワシ
5,鹿角市,カヅノシ
5,由利本荘市,ユリホンジョウシ
5,潟上市,カタガミシ
5,大仙市,ダイセンシ
5,北秋田市,キタアキタシ
5,にかほ市,ニカホシ
5,仙北市,センボクシ
5,鹿角郡小坂町,カヅノグンコサカマチ
5,北秋田郡上小阿仁村,キタアキタグンカミコアニムラ
5,山本郡藤里町,ヤマモトグンフジサトマチ
5,山本郡三種町,ヤマモトグンミタネチョウ
5,山本郡八峰町,ヤマモトグンハッポウチョウ
5,南秋田郡五城目町,ミナミアキタグンゴジョウメマチ
5,南秋田郡八郎潟町,ミナミアキタグンハチロウガタマチ
5,南秋田郡井川町,ミナミアキタグンイカワマチ
5,南秋田郡大潟村,ミナミアキタグンオオガタムラ
5,仙北郡美郷町,センボクグンミサトチョウ
5,雄勝郡羽後町,オガチグンウゴマチ
5,雄勝郡東成瀬村,オガチグンヒガシナルセムラ
6,山形市,ヤマガタシ
6,米沢市,ヨネザワシ
6,鶴岡市,ツルオカシ
6,酒田市,サカタシ
6,新庄市,シンジョウシ
6,寒河江市,サガエシ
6,上山市,カミノヤマシ
6,村山市,ムラヤマシ
6,長井市,ナガイシ
6,天童市,テンドウシ
6,東根市,ヒガシネシ
6,尾花沢市,オバナザワシ
6,南陽市,ナンヨウシ
6,東村山郡山辺町,ヒガシムラヤマグンヤマノベマチ
6,東村山郡中山町,ヒガシムラヤマグンナカヤママチ
6,西村山郡河北町,ニシムラヤマグンカホクチョウ
6,西村山郡西川町,ニシムラヤマグンニシカワマチ
6,西村山郡朝日町,ニシムラヤマグンアサヒマチ
6,西村山郡大江町,ニシムラヤマグンオオエマチ
6,北村山郡大石田町,キタムラヤマグンオオイシダマチ
6,最上郡金山町,モガミグンカネヤママチ
6,最上郡最上町,モガミグンモガミマチ
6,最上郡舟形町,モガミグンフナガタマチ
6,最上郡真室川町,モガミグンマムロガワマチ
